"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"2876","Normal/Others","WS/MP186/2023-2024/81754-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","CC construction length 500m from main road to Kol Basti.","14-Jan-2024","3000000","22-Feb-2024"
"2877","Normal/Others","WS/MP186/2023-2024/81756-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Inter locking length 400m from City Link Road Ithiya to Parman Patti Basti.","14-Jan-2024","2500000","23-Feb-2024"
"2878","Normal/Others","WS/MP186/2023-2024/81758-Construction of night shelters for homeless","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction work of night shelter at public place near Kanothi Ashram","14-Jan-2024","4000000","23-Feb-2024"
"2879","Normal/Others","WS/MP186/2023-2024/81759-Purchase of non-conventional energy system and devices for community use","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Work of solar light and solar pump at public place near Shri Krishna Yoga Maya Ashram Ashtbhuja.","14-Jan-2024","3000000","06-Mar-2024"
"2880","Normal/Others","WS/MP186/2023-2024/81760-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction work of CC road and retaining wall from the house of Shri Shyam Dhar Tiwari to Chaura Mai Mandir Tirahe.","14-Jan-2024","3000000","27-Feb-2024"
"2881","Normal/Others","WS/MP186/2023-2024/81764-Construction of boundary walls of existing public and community buildings","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction work of boundary wall of Ayurveda Hospital Kota Ghat","14-Jan-2024","3000000","23-Feb-2024"
"2882","Normal/Others","WS/MP186/2023-2024/81766-Renovation of ponds and lakes","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction of Amrit Sarovar Pond in Gram Panchayat Baidha","14-Jan-2024","4000000","21-Feb-2024"
"2883","Normal/Others","WS/MP186/2023-2024/81767-Construction of culverts and bridges","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction progressed on Setuhar drain","14-Jan-2024","4600000","23-Feb-2024"
"2884","Normal/Others","WS/MP186/2024-2025/81771-Construction of public toilets and bathrooms","Uttar Pradesh","PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","construction of community toilets.","14-Jan-2024","1500000","06-Nov-2024"
"2885","Normal/Others","WS/MP186/2023-2024/81778-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction of ghat on Sewati river","14-Jan-2024","3000000","21-Feb-2024"
"2886","Normal/Others","WS/MP186/2023-2024/81780-Construction of boundary walls of existing public and community buildings","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","construction of boundary wall of wedding house.","14-Jan-2024","2990972","21-Feb-2024"
"2887","Normal/Others","WS/MP186/2023-2024/81782-Construction of community centers and community halls","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","wedding house construction work.","14-Jan-2024","4000000","23-Feb-2024"
"2888","Repair and Renovation","WS/MP186/2024-2025/81785-Street lights","Uttar Pradesh","PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","High mask solar light at the intersection of Dilip Nishad in Nishad Tola Basti in Maheva.","14-Jan-2024","150000","06-Nov-2024"
"2889","Normal/Others","WS/MP186/2023-2024/81788-Construction of boundary walls of existing public and community buildings","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction work of Barauha Umaria Instrument Cooperative Society Boundary Wall","14-Jan-2024","2000000","21-Feb-2024"
"2890","Normal/Others","WS/MP186/2023-2024/81790-Construction of shelters for animals","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Chaff warehouse and boundary construction work for public destitute cow shelter.","14-Jan-2024","4600000","21-Feb-2024"
"2891","Normal/Others","WS/MP186/2025-2026/81793-Construction of buildings for community cultural activities","Uttar Pradesh","SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Maharana Pratap Memorial Gate in Gram Panchayat Madhopur Chhatauna Block Jaisinghpur District Sultanpur.","14-Jan-2024","1000000","05-Jul-2025"
"2892","Normal/Others","WS/MP186/2023-2024/81794-Construction of night shelters for homeless","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","Construction work of night shelter at public place at Mahadev Temple.","14-Jan-2024","2989858","21-Feb-2024"
"2893","Normal/Others","WS/MP186/2023-2024/81997-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar light in Khel Maidan","14-Jan-2024","131736","21-Feb-2024"
"2894","Normal/Others","WS/MP186/2023-2024/81998-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar in main basti manju chauraha","14-Jan-2024","131736","21-Feb-2024"
"2895","Normal/Others","WS/MP186/2023-2024/81999-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar light in Pal Basti Haridas Pal Chauraha","14-Jan-2024","131736","21-Feb-2024"
"2896","Normal/Others","WS/MP186/2023-2024/82000-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light in Ghorahawa Shankar Mandir","14-Jan-2024","131736","21-Feb-2024"
"2897","Normal/Others","WS/MP186/2023-2024/82001-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light in Sadhan Sahkar Samiti Campus","14-Jan-2024","131736","21-Feb-2024"
"2898","Normal/Others","WS/MP186/2023-2024/82002-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar in Nahar Chauraha Barya","14-Jan-2024","131736","21-Feb-2024"
"2899","Normal/Others","WS/MP186/2023-2024/82003-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light in Kol Basti Chauraha","14-Jan-2024","131736","21-Feb-2024"
"2900","Normal/Others","WS/MP186/2023-2024/82004-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light in Aura Ashram","14-Jan-2024","131736","21-Feb-2024"
"2901","Normal/Others","WS/MP186/2023-2024/82005-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light in Hanuman Mandir Mahokhar","14-Jan-2024","131736","21-Feb-2024"
"2902","Normal/Others","WS/MP186/2025-2026/82007-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light At public place near of Hanumand Mandir","14-Jan-2024","132000","28-Jun-2025"
"2903","Normal/Others","WS/MP186/2025-2026/82008-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light in Kol Basti","14-Jan-2024","132000","28-Jun-2025"
"2904","Normal/Others","WS/MP186/2025-2026/82009-Lighting of public spaces","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","1 Solar Light At public place near Gurudev Nagar Ashram","14-Jan-2024","132000","28-Jun-2025"
"2905","Normal/Others","WS/MP180/2023-2024/82128-Construction of rooms and halls in school and colleges","Uttar Pradesh","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","1. Table and chair in Library 2. Projector in Smart Room 3. Solar panel in school","15-Jan-2024","684177","12-Mar-2024"
"2906","Normal/Others","WS/MP180/2023-2024/82323-Street lights","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","New high mast light","15-Jan-2024","124937","29-Feb-2024"
"2907","Normal/Others","WS/MP180/2023-2024/82328-Street lights","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","New high mast light","15-Jan-2024","124925","29-Feb-2024"
"2908","Normal/Others","WS/MP180/2023-2024/82395-Street lights","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Dr. K. Laxman (2022-28) (2022-2028)","Elected MP","New high mast light","15-Jan-2024","124937","29-Feb-2024"
"2909","Normal/Others","WS/MP147/2023-2024/82553-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","JODHPUR(DISTRICT COLLECTOR JODHPUR IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","sampark sadak se gaayadasinh kee dhaaniyon tak greval sadak nirmaan kaary.","16-Jan-2024","1000000","15-Mar-2024"
"2910","Normal/Others","WS/MP201/2024-2025/82725-Construction of rooms and halls in school and colleges","Uttar Pradesh","KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA)","Smt. Sangeeta Yadav (2022-28) (2022-2028)","Elected MP","construction of 3 rooms in shri ranjit pandit intermediate college, shahjadpur,kaushambi","16-Jan-2024","500000","12-Dec-2024"
"2911","Normal/Others","WS/MP001/2023-2024/82731-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road in the path Going North from Bathani of Sunil ji House in Chanda Village of Sabnima Panchayat of Athmalgola Block under Barh Assembly Constituency of Patna District (Total Amount Rs.6,00,000/- Six Lakh Only)","16-Jan-2024","574168","30-Jan-2024"
"2912","Normal/Others","WS/MP141/2023-2024/82792-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Punjab","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","repair/renovation of main block (part-A) ground flour at PHC kiratpur sahib distt rupnagar","16-Jan-2024","5000000","28-Feb-2024"
"2913","Normal/Others","WS/MP001/2023-2024/82807-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","LAKHISARAI(District Planning Officer Lakhisarai_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC road from Rural Main Road to Satyanarayan Mandal House via Ashok Mandal House to Anant Mandal House in Khagaur village of Khagaur Panchayat under Lakhisarai Block of Lakhisarai District.(Total Amount Rs.4,00,000/- Four Lakh Only)","16-Jan-2024","396136","12-Mar-2024"
"2914","Normal/Others","WS/MP147/2024-2025/83255-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","Intaraloking Sadak Nirmaan Kaarya Daamar Sadak se Vabhootonee Bhilon kee dhaanee tak, laakholaee naadi","17-Jan-2024","1000000","02-Sep-2024"
"2915","Normal/Others","WS/MP188/2023-2024/84132-Construction of buildings for sports facilities","Uttar Pradesh","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Shri Jayant Chaudhary (2022-28) (2022-2028)","Elected MP","I am sanctioning Rs 40 lakhs towards the construction of a wrestling hall (dimensions 40 ft x 60 ft) at Rashtriya Inter College, Shahpur. I request you to directly disperse the funds to the college authorities to begin the construction","18-Jan-2024","3972000","15-Mar-2024"
"2916","Normal/Others","WS/MP188/2023-2024/84152-Construction of buildings for sports facilities","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Jayant Chaudhary (2022-28) (2022-2028)","Elected MP","This amount of Rs 20 lakhs is being sanctioned for the construction of a handball court and a tennis court at BSA College, Mathura. Please disperse the amount directly to the college authorities so that they can begin construction.","18-Jan-2024","2000000","07-Mar-2024"
"2917","Normal/Others","WS/MP106/2023-2024/84187-Installing tube-wells and borewells","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","Ek nalkup khanan, Motor Pump aur recharge pit ke sath, shyam Nagar Main Ward No.21, Indore (mention in letter no. 3464 in column no.1)","18-Jan-2024","358426","14-Feb-2024"
"2918","Normal/Others","WS/MP106/2023-2024/84191-Installing tube-wells and borewells","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","Ek nalkup khanan, Motor Pump aur recharge pit ke sath, Bhagya Laxmi colony Main Ward No.21, Indore (mention in letter no. 3464 in column no.2)","18-Jan-2024","357999","14-Feb-2024"
"2919","Normal/Others","WS/MP106/2024-2025/84197-Purchase of hospital equipment","Madhya Pradesh","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","Civil Hospital Nainpur ke liye Hemo  dialysis machine with RO plant including CGST & SGST, Brand-Trivitron Health care PVT LTD, Model Nikiso DBB 27, Nainpur, District Mandla (Mention in letter no. 3461 in column no. 1)","18-Jan-2024","924000","24-Oct-2024"
"2920","Normal/Others","WS/MP106/2024-2025/84203-Purchase of hospital equipment","Madhya Pradesh","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","Civil Hospital Nainpur ke liye Mindre M-6 Ultra Sound Diagnostic System, with CGST & SGST, Nainpur, District Mandla (Mention in letter no. 3461 in column no. 2)","18-Jan-2024","990000","24-Oct-2024"
"2921","Normal/Others","WS/MP106/2023-2024/84228-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","Gram Panchayat Lauhari (Sukha), Janpad Panchayat Patan ke gram Lauhari (Sukha) main Pooja Soni ke ghar se Wakil Patel ke ghar ki aor, CC Road evam Nali Nirman, Jabalpur","18-Jan-2024","700000","28-Feb-2024"
"2922","Trust and Society","WS/MP145/2024-2025/84526-Construction of toilet blocks","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","6 TOILETS ON FIRST FLOOR AND 6 TOILETS ON GROUND FLOOR DEVELOPMENT WORK FOR STUDENTS IN ADARSH VIDYA MANDIR SCHOOL, SANWALI MARG SIKAR","19-Jan-2024","1498732","19-Jul-2024"
"2923","Normal/Others","WS/MP850/2023-2024/84690-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","VILLAGE DARIYAPUR MEIN MAIN ROAD SE PANCHAYAT BHAWAN KI AUR CC ROAD KA NIRMAN IA(NAGAR PANCHAYAT PADALI GUJJAR)","19-Jan-2024","573051","27-Jan-2024"
"2924","Normal/Others","WS/MP850/2023-2024/84691-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","RAJENDRA NAGAAR SAFIPUR MEIN MAIN ROAD DINESH SINGH RAWAT KE MAKAN SE SANJEEV KE MAKAN TAK CC ROAD EVAM NALI NIRMAN.. IA(KARYADAI SANTATHA - NAGAR PANCHAYAT PADALI GUJJAR)","19-Jan-2024","243116","27-Jan-2024"
"2925","Normal/Others","WS/MP850/2023-2024/84692-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","SHRI PAPPU KE MAKAN SE SHRI MAHENDRA KE MAKAN TAK CC ROAD KA NIRAM .. IA(KARYADAI SANTATHA- NAGAR PANCHAYAT PADALI GUJJAR)","19-Jan-2024","591230","27-Jan-2024"
"2926","Normal/Others","WS/MP850/2023-2024/84726-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","MAIN ROAD SE RAMKISHAN KE MAKAN KI AUR INTERLOCKING TILES SE SARAK  NIRMAN .. IA(KARYADAI SANSTATHA)-PAGAR PALIKA PRAISHAD ,SHIVALIK NAGAR","19-Jan-2024","760061","27-Jan-2024"
"2927","Normal/Others","WS/MP850/2023-2024/84727-Construction of rooms and halls in school and colleges","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","SHRI GANDHI MAHILA SHILP VIDYALYA INTER COLLEGE ,ROORKEE MEIN CLASS ROOM KA NIRMAN .. IA( KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD SHIVALIK NAGAR","19-Jan-2024","2000000","27-Jan-2024"
"2928","Normal/Others","WS/MP204/2023-2024/84764-Lighting of public spaces","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","16 Meter High Mast with 8 Led Light in Village Dallawala","19-Jan-2024","2441090","05-Mar-2024"
"2929","Normal/Others","WS/MP850/2023-2024/84768-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","GRAM- AKODHA MUKHARMATPUR MEIN MAIN ROAD SE BALBIR KE MAKAN KI AUR CC ROAD KA NIRMAN.. IA(KARYADAI SANSTATHA ) -NAGAR PANCHAYAT SULTANPUR","19-Jan-2024","838601","06-Feb-2024"
